date,time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-07,14:26:53.50,-0.54,0.05,0.96,12.27,16.60,-14.47
2025-02-07,14:26:54.00,-0.75,-0.02,0.52,135.44,69.64,-221.80
2025-02-07,14:26:54.50,-0.74,-0.76,-0.07,-0.67,12.39,11.90
2025-02-07,14:26:55.00,-0.27,-1.07,-0.23,150.27,260.99,-64.70
2025-02-07,14:26:55.50,-0.54,-0.69,0.22,282.59,209.47,195.19
2025-02-07,14:26:56.00,-0.37,-0.27,-0.99,-53.04,-107.54,2.32
2025-02-07,14:26:56.50,-0.25,-0.49,-0.47,-103.21,-252.38,149.66
2025-02-07,14:26:57.00,-0.68,-0.92,0.57,-11.78,-78.31,31.68
2025-02-07,14:26:57.50,-0.46,-0.91,-0.21,183.96,231.38,47.79
2025-02-07,14:26:58.00,-0.66,-0.09,-0.97,31.37,41.93,-11.23
2025-02-07,14:26:58.50,-0.77,-0.07,-0.63,-61.77,-44.37,-31.92
2025-02-07,14:26:59.00,-0.45,-0.90,-0.06,-166.75,-169.80,78.67
2025-02-07,14:26:59.50,-0.89,-0.57,0.44,-44.62,-70.92,-38.27
2025-02-07,14:27:0.00,-0.35,-1.24,-0.13,306.52,262.63,10.25
2025-02-07,14:27:0.50,-0.91,-0.20,-0.39,-65.43,-40.71,-46.02
2025-02-07,14:27:1.00,-0.18,-1.32,-0.26,-199.16,-209.96,134.58
2025-02-07,14:27:1.50,-0.99,-0.31,0.25,5.19,-41.14,-3.97
2025-02-07,14:27:2.00,-0.27,-0.57,-0.18,-17.27,119.93,-77.82
2025-02-07,14:27:2.50,0.64,-0.67,-0.30,-16.48,-10.68,-7.57
2025-02-07,14:27:3.00,0.32,-1.07,-0.27,-104.92,-22.16,199.89
2025-02-07,14:27:3.50,1.16,0.31,-2.52,-49.68,-27.34,369.69
2025-02-07,14:27:4.00,0.18,0.44,-0.55,-13.12,130.68,-217.90
2025-02-07,14:27:4.50,0.19,-0.12,-0.88,17.94,1.34,-1.77
2025-02-07,14:27:5.00,3.31,-0.27,-0.47,-332.95,-927.00,-223.88
2025-02-07,14:27:5.50,3.22,0.89,0.01,386.60,108.70,981.51
2025-02-07,14:27:6.00,4.00,-2.04,-1.08,-58.11,426.76,-1156.56
2025-02-07,14:27:6.50,1.91,-3.85,1.10,-121.70,239.75,-257.57
2025-02-07,14:27:7.00,2.62,-1.19,1.58,-75.26,260.19,879.46
2025-02-07,14:27:7.50,0.11,-0.49,-0.38,3.66,-91.13,9.58
2025-02-07,14:27:8.00,0.44,-1.08,-0.55,-7.51,-36.38,-95.58
2025-02-07,14:27:8.50,0.13,-0.82,-0.37,11.17,-32.04,5.37
2025-02-07,14:27:9.00,0.24,-0.66,-0.57,20.45,-60.55,-19.41
2025-02-07,14:27:9.50,1.45,-2.26,2.09,-301.21,59.08,148.19
2025-02-07,14:27:10.00,0.69,-0.82,-0.22,-12.21,39.67,53.59
2025-02-07,14:27:10.50,1.05,-0.58,0.72,-125.00,317.32,274.29
2025-02-07,14:27:11.00,0.86,0.86,-0.19,15.63,-66.04,329.28
2025-02-07,14:27:11.50,0.65,-0.58,-0.37,-10.07,-10.13,-59.75
2025-02-07,14:27:12.00,0.68,-0.57,-0.39,7.14,2.75,9.77
2025-02-07,14:27:12.50,0.81,-0.58,-0.38,-38.15,42.66,-33.87
2025-02-07,14:27:13.00,0.38,-0.95,-0.57,-23.86,42.72,75.13
2025-02-07,14:27:13.50,-0.09,-0.38,-1.25,30.58,142.76,72.45
2025-02-07,14:27:14.00,0.01,-0.24,-0.73,-46.69,-14.53,93.20
2025-02-07,14:27:14.50,0.20,0.04,-0.84,27.04,-10.86,-2.44
2025-02-07,14:27:15.00,0.40,-0.55,-1.01,43.64,-108.09,-160.28
2025-02-07,14:27:15.50,0.31,-0.33,-0.56,-133.42,-199.28,-334.41
2025-02-07,14:27:16.00,0.22,-0.76,-0.69,130.43,-70.19,-1.77
